660796	355877	714097	567113	656909
755191	425733	892562	330484	87497.3
881063	610548	135032	829877	36924.3
504707	226809	592343	123438	65064.3
138458	120225	325473	798268	645799
486404	43272.6	314944	694170	226649
181499	126418	408700	113839	442978
564225	225412	226898	614175	302633
880944	216454	329239	754093	394835
761263	31337.2	896868	214863	282296
583595	630066	471259	256864	602071
233534	306029	37757.7	422495	642192
476499	389855	542655	24390.6	845489
771326	248102	911860	222508	876701
328275	417768	920805	634911	586856
355616	109632	479907	537018	243335
554750	361665	116203	55560.8	458784
673767	735753	384209	31042.3	930617
738657	546792	285468	780559	404388
863703	806027	838252	124891	853672
414922	701441	622090	579834	713626
41348.6	66346.5	205093	653774	856118
385914	877075	215764	701890	845623
345521	677143	714680	661904	91760.4
133683	921008	16534.5	322030	661287
713776	144742	383343	484120	564727
471123	820904	452795	779525	361097
560829	568883	788937	409117	281289
722176	789197	852365	358741	23212.2
2031.93	383920	590138	53170	31948.7
193907	266467	546396	688613	372001
501248	483783	623684	198032	869668
600444	128118	333625	84795.3	658830
214570	704319	444745	46055.1	347459
120003	907219	881184	20500.3	383510
533506	52870.7	607540	757504	43763.4
253606	401400	521756	330207	140884
794494	22250.4	777203	503549	894690
719324	524659	204965	131436	250974
344052	816875	669822	832649	564938
526725	474489	935305	677878	59357.7
257858	755962	821571	386980	545736
593889	213778	497226	458035	836371
597008	402466	810166	128052	692365
497478	626498	85846.7	231715	308841
608711	474021	230935	528515	794919
436521	368433	782997	562776	548950
586822	28531.1	353907	782015	823201
46680.4	477479	299932	795809	184634
307254	396411	487319	96559.1	134239
685709	628785	851825	314397	100592
409512	119600	92416.6	706529	825080
802365	223565	612699	354183	446678
463408	745571	227887	393872	221204
481130	488344	107820	163699	155820
167483	831529	913202	280071	424488
427586	767717	877817	787724	259483
604352	143139	615261	263234	575581
890082	9174.62	585210	660712	379399
789271	389445	505093	224135	183940
541847	203565	836502	606004	789154
305378	331962	725910	263590	719754
775280	368060	244518	759647	740422
455184	535684	704918	207919	275439
