253.398	262.884	263.665	280.439	286.367
303.839	329.331	370.683	411.18	422.353
446.356	448.833	457.45	465.81	503.083
513.666	525.051	525.69	532.275	537.616
644.187	649.553	699.551	744.377	758.334
787.242	820.082	833.219	864.554	904.281
943.892	968.244	969.72	977.409	981.927
984.468	991.739	1051.27	1070.25	1074.6
1106.8	1134.75	1136.26	1151.55	1152.87
1188.84	1193.67	1208.45	1246.28	1259.86
1339.86	1343.81	1350.76	1355.48	1390.4
1396.68	1412.77	1423.86	1479.51	1498.77
1503.7	1510.48	1537.59	1545.39	1591.03
1613.73	1624.76	1638.29	1644.9	1680.81
1686.73	1704.15	1715.67	1735.35	1793.84
1824.58	1827.55	1830.18	1834.83	1843.97
1880.3	1885.98	1908.61	1957.44	1959.73
1979.6	1985.04	1985.55	1996.36	1996.94
1999.54	2009.08	2028.25	2028.52	2031.93
2033.75	2117.7	2154.98	2183.09	2194.4
2228.25	2242.07	2249.19	2276.16	2294.1
2298.46	2305.21	2328.71	2332.3	2369.38
2469.65	2496.51	2499.99	2503.86	2518.69
2544.15	2545.54	2559.76	2563.49	2576.31
2592.98	2611.55	2645.98	2653.64	2716.8
2758.13	2791.2	2822.28	2824.44	2832.26
2838.47	2847.79	2964.41	2978.9	3001.99
3015.74	3037.44	3042.44	3056.16	3059.01
3063.56	3083.1	3087.9	3089.57	3102.26
3128.65	3180.51	3204.44	3264.28	3264.55
3283.94	3296.78	3378.98	3418.13	3469.52
3499.63	3509.03	3510.44	3545.67	3564.74
3567.69	3616.06	3642.61	3650.87	3656.94
3666.68	3727.79	3730.65	3739.48	3795.95
3803.94	3806.49	3810.23	3813.94	3831.39
3881.92	3901.72	3910.16	3913.65	3930.48
3936.7	3965.26	4010.72	4012.02	4037.23
4039.18	4040.31	4067.45	4103.85	4145.21
4206.04	4235.25	4249.86	4279.73	4302.45
4305.05	4319.2	4331.54	4337.46	4402.34
4435.45	4493.46	4550.24	4553.19	4559.32
4566.93	4642.18	4656.04	4694.61	4699.97
4718.04	4778.74	4780.2	4805.25	4808.6
4821.64	4835.16	4848.17	4850.71	4857.68
4878.81	4913.04	4918.68	4927.6	4954.79
4963.13	4981.08	5000.06	5016.05	5052.14
5071.75	5133.87	5145.91	5169.08	5186
5188.83	5195.53	5209.37	5213.62	5213.72
5227.11	5231.14	5232.1	5236.36	5245.65
5263.39	5283.21	5284.89	5295.27	5299.79
5312.32	5313.15	5313.61	5313.91	5316.69
5328.52	5334.75	5346.79	5360.7	5368.69
5369.53	5390.58	5428.96	5432.27	5434.39
5485.26	5486.33	5551.5	5554.41	5567.61
5574.2	5579.06	5632.61	5635.55	5654.63
5660.16	5678.76	5681.57	5686.49	5736.05
5757.36	5789.49	5824.67	5862.85	5879.61
5893.23	5929.41	5950.32	5951.19	5965.37
5970.92	5971.58	5979.02	5983.08	6017.09
6022.48	6024.22	6043.82	6054.45	6091.59
6126.06	6127.82	6128.76	6139.8	6143.54
6149.73	6168.54	6200.08	6247.26	6247.35
6261.41	6284.05	6287.35	6362.39	6393.81
6407.19	6429.56	6431.99	6463.52	6479.9
6509.73	6533.85	6558.03	6574.16	6578.4
6590.54	6610.63	6619.89	6636.59	6677.43
6706.45	6708.6	6715.96	6717.73	6719.44
6740.13	6746.37	6780.12	6787.36	6792.4
6812.89	6820.36	6827.13	6853.13	6857.38
6863.41	6872.75	6929.26	6956.75	6967.07
6976.03	7014.59	7038.05	7052.12	7071.52
7082.61	7087.27	7089.23	7097.63	7101.17
7103.14	7120.92	7133.14	7140.18	7173.96
7196.34	7201.94	7218.2	7231.12	7253.15
7254.28	7260.28	7286.34	7292.43	7298.7
7308.19	7320.47	7324.64	7335.49	7388.16
7482.05	7507.92	7541.21	7579.06	7582.51
7603.97	7604.72	7611.63	7633.15	7679.05
7710.82	7731.34	7736.69	7757.15	7781.6
7789.65	7814.78	7817.21	7871.16	7874.49
7875.76	7879.56	7921.12	7924.71	7938.97
7944.33	7954.81	7992.56	8016.67	8023.57
8028.37	8035.93	8039.98	8049.23	8060.27
8081.31	8081.36	8093.31	8120.99	8133.81
8171.67	8177.58	8182.5	8231.49	8264.06
8314.46	8318.14	8330.2	8349.71	8355.35
8356.47	8376.51	8378.36	8380.45	8401.86
8419.58	8423.17	8456.97	8542.58	8543.84
8544.84	8562.48	8589.87	8601.75	8619.92
8645.35	8662.96	8684.52	8727.84	8730.86
8769.97	8785.23	8787.2	8793.36	8808.86
8846.54	8850.79	8853.99	8855.97	8869.53
8904.23	8958.3	8961.96	8969.56	8985.99
8992.77	9008.07	9019.47	9030.04	9049
9120.23	9129.48	9131.46	9174.62	9180.58
9205.56	9217.18	9222.13	9287.8	9328.55
9334	9356.92	9371.23	9409.78	9415.91
9435.57	9444.73	9446.22	9481.58	9481.8
9488.53	9506.76	9525.1	9528.24	9534.5
9572.85	9599.24	9617.21	9628.87	9646.48
9672.15	9688.71	9709.27	9727.54	9730.93
9737.29	9747.24	9770.97	9801.96	9803.31
9828.32	9906.36	9924.3	9939.07	9951.7
9954.72	9958.39	9965.96	9970.62	9973.1
10037	10135.1	10159.9	10180.9	10201
10204.5	10206.7	10217.3	10218.4	10245.1
10282	10324.3	10328.9	10330.3	10334.6
10367.3	10394.2	10405.7	10448.5	10458.9
10460.3	10468.7	10476.6	10488.9	10507.4
10516.6	10526.6	10531.6	10570.3	10572
10595.1	10596.3	10625.5	10630.7	10640.5
10686.2	10710	10717.8	10760.4	10765.5
10803.3	10841.1	10846.3	10846.7	10861.2
10899.9	10909.4	10923.5	10926.3	10943
10972.9	10984.4	11006.8	11099.2	11102.9
11106.7	11139	11147.4	11151	11174.6
11186.3	11190.1	11201.7	11229.3	11233.6
11240	11240.7	11267.4	11274.8	11314.5
11344.8	11348.6	11349.9	11414.6	11476.1
11481.4	11492.7	11498.4	11507.5	11509.6
11517	11529.7	11565.1	11596.6	11598.4
11606.8	11614.3	11650.3	11656.9	11670.4
11677.3	11692	11694.7	11697.8	11737.9
11770.8	11812.8	11828.6	11836	11892.7
11924.9	11955.6	12018.6	12033.6	12056.5
12064.2	12064.2	12065.8	12071.3	12085.2
12094.8	12201.1	12212.8	12219.7	12221.9
12241.5	12261.2	12265.1	12273.5	12274.7
12278.4	12288.7	12306.8	12324.1	12334.3
12337	12362.6	12370.9	12397.6	12408.2
12430	12431.3	12435.8	12436.2	12454.9
12511.7	12513.5	12553.4	12558.8	12564.9
12585.4	12600.3	12630.8	12630.9	12642.3
12644.1	12649.5	12658.4	12659.6	12742.5
12749.8	12760.2	12843.2	12871.5	12874.8
12875.6	12878.6	12886.1	12886.3	12899.7
12928.1	12932.2	12960.6	12966.2	12975.8
12979.1	12979.3	12992.2	12992.9	13060.8
13071.5	13083.6	13133.7	13138.4	13145.3
13164.2	13167.7	13187.4	13196.4	13221.7
13226	13229.2	13235.4	13268.3	13290.3
13302.1	13313.9	13318.2	13320.1	13339.7
13342.6	13353.9	13365.1	13424.9	13458.1
13459	13476	13480.4	13495.7	13505.8
13516.2	13516.9	13522.2	13545.2	13562.8
13575.4	13576.2	13593.9	13610.1	13628.4
13669.8	13725.8	13734.9	13736.1	13736.3
13760.3	13761.9	13762	13763.9	13777.5
13794	13795	13808.4	13842	13846.4
13846.5	13879.1	13886.5	13899.8	13901.9
13935.8	13938.5	13948.3	13992.8	14004.2
14005.5	14041.3	14052.5	14063.1	14080.3
14108.3	14115	14136.3	14140	14151.8
14183.6	14185.4	14186.8	14192.9	14202.7
14207.1	14211	14236.6	14241.5	14248
14290.3	14297.4	14327.7	14334.5	14362.8
14367.9	14373.1	14384.6	14412.9	14435.7
14448.9	14451.8	14480.8	14501	14501.6
14516.7	14526.7	14528.7	14580.2	14581.5
14606.3	14610.2	14622.4	14627.6	14631.2
14705.7	14706.3	14708	14724.1	14751.4
14758.6	14791.4	14807.7	14868.4	14879.3
14899.6	14912	14920.5	14986.2	14986.3
15040	15051.3	15067.4	15104.3	15126.6
15142.2	15196.6	15254.5	15262.9	15284.1
